0 79 95 81 53 51 94 56 76 16 88 67 101 26 4 45 49 71 59 40 47 36 99 9 44 98 10 54 33 50 12 65 74 72 86 20 17 87 23 5 39 41 69 60 78 25 32 21 100 7 14 89 28 46 15 30 68 8 2 18 85 1 48 27 93 82 70 22 34 66 63 97 64 90 43 29 61 31 58 37 38 6 62 35 55 3 57 84 80 52 91 92 75 42 13 24 83 102 77 73 11 96 19 2047.63 2462.55
0 16 53 101 14 56 57 74 100 33 29 55 36 73 77 25 32 34 18 70 80 82 88 13 102 51 43 37 28 46 76 6 7 66 45 38 10 97 71 95 96 5 35 40 2 22 68 30 78 52 84 8 72 20 48 39 27 65 17 81 11 4 24 83 90 85 92 54 93 12 63 99 1 3 98 61 50 58 64 59 42 87 86 23 62 91 21 60 49 69 19 94 89 31 44 47 41 9 79 15 67 26 75 1988.38 2272.49
0 16 53 101 14 56 57 74 100 33 29 55 36 73 77 25 32 34 18 70 80 82 88 13 102 51 43 37 28 46 45 66 6 38 10 7 76 97 71 95 96 5 35 40 2 22 68 30 78 52 84 8 72 20 48 39 27 65 17 81 11 4 24 83 90 85 92 54 93 12 63 99 1 3 98 61 50 58 64 59 42 87 86 23 62 91 21 60 49 69 19 94 89 31 44 47 41 9 79 15 67 26 75 1822.98 2134.24
0 16 53 101 14 56 57 74 100 33 29 55 36 73 77 25 32 34 18 70 80 82 13 102 51 43 88 37 28 46 45 66 6 38 10 7 76 97 71 95 96 5 35 40 2 22 68 30 78 52 84 8 72 20 48 39 27 65 17 81 11 4 24 83 90 85 92 54 93 12 63 99 1 3 98 61 50 58 64 59 42 87 86 23 62 91 21 60 49 69 19 94 89 31 44 47 41 9 79 15 67 26 75 1790.22 1996.73
0 16 53 101 14 95 81 51 94 56 76 88 45 4 54 12 71 44 98 49 59 50 36 40 10 33 99 65 74 86 17 87 23 5 69 60 25 32 21 100 7 57 29 55 34 18 70 80 82 43 37 28 46 6 66 38 97 35 2 27 90 85 93 63 1 3 61 58 64 62 91 89 31 92 42 13 24 83 102 77 73 11 96 19 22 68 30 78 52 84 8 72 20 48 39 47 41 9 79 15 67 26 75 1705.42 1875.18
0 16 80 70 18 34 32 25 77 73 36 55 29 33 100 74 57 56 14 101 53 82 13 97 71 95 96 5 35 40 2 22 68 30 10 7 76 102 51 43 88 37 28 46 45 66 6 38 78 52 84 8 72 20 48 39 27 65 17 81 11 4 24 83 90 85 92 54 93 12 63 99 1 3 98 61 50 58 64 59 42 87 86 23 62 91 21 60 49 69 19 94 89 31 44 47 41 9 79 15 67 26 75 1616.94 1808.46
0 16 70 18 22 25 36 102 56 95 82 6 45 2 96 55 13 14 57 74 88 51 43 32 73 7 34 29 5 35 38 97 10 40 68 30 78 52 84 8 72 20 48 39 27 65 17 81 11 4 24 83 90 85 92 54 93 12 47 41 9 79 15 53 101 66 80 100 76 37 33 77 28 46 71 67 26 63 99 1 3 98 61 50 58 64 59 42 87 86 23 62 91 21 60 49 69 19 94 89 31 44 75 1592.68 1740.15
0 91 62 23 86 87 42 59 64 58 50 61 98 3 1 99 63 12 93 54 92 85 90 83 24 4 11 81 17 65 27 39 48 20 72 8 84 52 78 38 6 66 45 46 28 37 88 43 51 102 76 7 10 30 68 40 2 22 55 29 33 100 74 57 56 14 101 53 82 13 97 71 95 96 5 35 36 73 77 25 32 34 18 70 80 16 21 60 49 69 19 94 89 31 44 47 41 9 79 15 67 26 75 1523.83 1674.88
0 16 70 18 22 25 36 102 56 95 82 6 45 2 96 55 13 14 57 74 88 51 43 32 73 7 34 29 5 10 40 38 97 35 68 30 78 52 84 8 72 20 48 39 27 65 17 81 11 4 24 83 90 85 92 54 93 12 47 41 9 79 15 53 101 66 80 91 62 71 76 23 86 87 42 59 64 58 50 61 98 3 1 99 46 28 37 77 63 33 100 21 60 49 69 67 26 19 94 89 31 44 75 1479.33 1615.41
0 16 70 18 22 25 93 91 62 23 86 87 42 59 64 58 50 61 98 3 1 99 63 12 54 92 85 90 83 24 4 11 81 17 65 27 39 48 20 72 8 84 52 78 38 6 66 45 46 28 37 88 43 51 102 76 7 10 30 68 40 2 55 29 33 100 74 57 56 14 101 53 82 13 97 71 95 96 5 35 36 73 77 32 34 80 21 60 49 69 19 94 89 47 41 9 79 15 67 26 31 44 75 1407.24 1558.38
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 43 51 102 76 7 10 30 68 40 2 55 29 90 83 24 4 11 81 17 65 27 39 48 20 72 18 22 25 93 91 62 23 86 87 42 59 64 58 50 61 98 3 1 99 63 12 54 92 85 33 100 74 57 56 14 101 53 82 13 97 71 95 96 5 35 36 73 77 32 34 80 21 60 49 69 19 94 89 47 41 9 79 15 67 26 31 44 75 1263.1 1495.95
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 97 71 95 96 5 35 36 73 77 32 34 80 21 60 43 51 102 76 7 10 30 68 40 2 55 29 90 83 24 4 11 81 17 65 27 39 48 20 72 18 22 25 93 91 62 23 86 87 42 59 64 58 50 61 98 3 1 99 63 12 54 92 85 33 100 74 57 56 14 101 53 82 13 49 69 19 94 89 47 41 9 79 15 67 26 31 44 75 1215.99 1424.2
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 97 71 95 96 5 35 36 73 77 32 34 80 21 60 43 51 102 76 7 10 30 68 40 2 55 29 90 83 24 62 23 86 87 42 59 64 58 50 61 98 3 1 99 63 12 54 92 85 33 100 74 57 56 14 101 53 82 13 49 69 19 94 4 11 81 17 65 27 39 48 20 72 18 22 25 93 91 89 47 41 9 79 15 67 26 31 44 75 1191.24 1339.51
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 43 51 102 76 7 10 30 68 40 2 55 29 90 83 24 62 97 71 95 96 5 35 36 73 77 32 34 80 21 60 23 86 87 42 59 64 58 50 61 98 3 1 99 63 12 54 92 85 33 100 74 57 56 14 101 53 82 13 49 69 19 94 4 11 81 17 65 27 39 48 20 72 18 22 25 93 91 89 47 41 9 79 15 67 26 31 44 75 1158.17 1277.56
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 97 71 95 96 5 86 87 42 59 64 58 50 61 98 3 1 4 11 81 17 65 27 39 48 20 72 18 22 25 93 91 89 47 41 99 63 12 54 92 85 33 100 74 57 56 14 101 53 82 13 49 69 19 94 9 79 15 67 26 31 44 75 35 36 73 77 32 34 80 21 60 43 51 102 76 7 10 30 68 40 2 55 29 90 83 24 62 23 1127.35 1224.75
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 97 71 95 96 5 35 36 73 77 32 34 80 21 60 43 51 55 29 90 83 24 62 98 3 1 99 63 12 54 92 85 33 2 40 68 30 10 7 76 102 100 74 57 56 14 101 53 82 13 49 69 4 11 81 17 65 27 39 48 20 72 18 22 25 93 91 61 50 58 64 59 42 87 86 23 19 94 89 47 41 9 79 15 67 26 31 44 75 1108.08 1199.16
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 97 71 95 96 5 35 36 73 77 32 34 80 21 60 43 51 55 29 90 83 24 62 98 3 1 99 63 12 54 2 40 68 30 10 7 76 102 56 14 101 53 82 13 49 69 4 11 61 50 58 64 59 42 87 86 23 19 94 92 85 33 100 74 57 81 17 65 27 39 48 20 72 18 22 25 93 91 89 47 41 9 79 15 67 26 31 44 75 1079.62 1175.29
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 68 5 35 36 73 77 32 34 80 21 74 100 33 85 92 54 12 63 99 1 3 98 61 50 58 64 59 42 87 86 43 51 102 76 7 10 30 11 4 94 19 69 49 13 82 53 101 14 56 96 95 71 97 62 24 83 90 29 55 2 23 60 57 81 17 65 27 39 48 20 72 18 22 25 93 91 89 47 41 9 79 15 67 26 31 44 75 1050.82 1139.1
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 5 68 35 36 73 77 32 34 80 21 74 100 33 85 92 54 12 63 99 1 3 98 61 50 58 64 59 42 87 86 43 51 102 76 7 10 30 11 4 94 19 69 49 13 82 53 101 14 56 96 95 71 97 62 24 83 90 29 55 2 23 60 57 81 17 65 27 39 48 20 72 18 22 25 93 91 89 47 41 9 79 15 67 26 31 44 75 1020.36 1112.75
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 5 68 35 36 73 77 32 34 80 21 74 100 33 85 92 54 12 63 99 1 3 98 61 50 58 64 59 42 87 86 43 51 102 76 7 10 30 11 95 96 56 14 101 53 82 13 49 69 4 19 94 71 97 62 24 83 90 29 55 2 23 60 57 81 17 65 27 39 48 20 72 18 22 25 93 91 89 47 41 9 79 15 67 26 31 44 75 998.045 1101.39
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 5 68 35 36 73 77 32 34 80 21 74 100 25 22 18 72 20 48 39 27 65 17 81 57 60 23 2 55 29 90 83 24 62 97 71 95 96 56 14 101 53 82 13 49 69 19 94 4 11 30 10 7 76 102 51 43 86 87 42 59 64 58 50 61 98 3 1 99 63 12 54 92 85 33 93 91 89 47 41 9 79 15 67 26 31 44 75 929.598 1066.87
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 5 68 35 36 73 77 32 34 80 21 74 100 25 22 18 72 20 48 39 27 65 17 81 57 60 23 2 55 29 90 83 24 62 97 71 95 96 56 14 101 53 82 13 49 69 19 94 4 11 30 10 7 76 102 51 43 86 87 42 59 64 58 50 61 98 3 1 12 54 92 85 33 93 91 89 47 41 9 79 15 67 26 31 44 75 99 63 875.78 1037.22
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 5 68 35 36 73 77 32 34 80 21 74 100 25 22 18 72 20 48 39 27 65 17 81 57 60 23 2 55 29 90 83 24 62 97 71 95 96 56 14 101 53 82 13 49 69 19 94 4 11 30 102 76 7 10 51 43 86 87 42 59 64 58 50 61 98 3 1 12 54 92 85 33 93 91 89 47 41 9 79 15 67 26 31 44 75 99 63 841.751 989.914
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 5 68 35 53 82 13 49 69 19 94 36 73 77 32 34 80 21 74 100 25 22 18 72 20 48 39 27 65 17 81 57 60 23 2 55 29 90 83 24 62 97 71 95 96 56 14 101 4 11 30 102 76 7 10 51 43 86 87 42 59 64 58 50 61 98 3 1 12 54 92 85 33 93 91 89 47 41 9 79 15 67 26 31 44 75 99 63 807.435 924.739
0 16 70 8 84 52 78 38 6 66 45 46 28 37 88 40 5 68 35 53 82 13 49 69 19 94 36 73 77 32 34 80 21 74 100 25 22 18 72 20 48 39 27 65 17 81 57 60 23 2 55 29 90 83 24 62 97 71 95 96 56 14 101 4 11 30 102 76 7 10 51 43 86 87 42 59 64 58 50 61 98 3 1 12 54 92 85 41 47 89 91 93 33 9 79 15 67 26 31 44 75 99 63 794.282 883.019
0 16 70 8 84 52 78 38 83 24 62 97 71 95 96 56 14 101 4 11 30 102 76 7 10 51 43 86 87 42 59 64 58 50 61 98 3 1 12 54 92 85 33 93 91 89 6 66 45 46 28 37 88 40 5 68 35 53 82 13 49 69 19 94 36 65 17 81 57 60 23 2 55 29 90 47 41 9 79 15 67 26 31 44 75 99 63 73 77 32 34 80 21 74 100 25 22 18 72 20 48 39 27 784.649 851.632
