1 -5.15767 -5.15767 0
2 -4.92838 -5.04302 0.0810654
3 -4.58161 -4.88922 0.136716
4 -4.47963 -4.78682 0.135564
5 -4.30328 -4.69011 0.138721
6 -4.18206 -4.60544 0.139063
7 -4.12343 -4.53658 0.135174
8 -4.02475 -4.4726 0.132556
9 -3.89257 -4.40815 0.132572
10 -3.89763 -4.3571 0.12877
11 -3.85452 -4.31141 0.124906
12 -3.89399 -4.27663 0.119243
13 -3.80064 -4.24001 0.115555
14 -3.83065 -4.21077 0.110939
15 -3.73486 -4.17905 0.107985
16 -3.70592 -4.14947 0.105206
17 -3.60599 -4.11751 0.103762
18 -3.41991 -4.07875 0.104985
19 -3.3341 -4.03956 0.106524
20 -3.42015 -4.00859 0.105604
21 -3.36122 -3.97776 0.104978
22 -3.33448 -3.94852 0.104199
23 -3.42777 -3.92588 0.102099
24 -3.44389 -3.9058 0.0998006
25 -3.42814 -3.88669 0.0976203
26 -3.44963 -3.86988 0.095302
27 -3.58426 -3.8593 0.0923576
28 -3.61162 -3.85046 0.0894817
29 -3.47945 -3.83766 0.0873059
30 -3.44393 -3.82454 0.0853765
31 -3.52703 -3.81494 0.0831601
32 -3.4294 -3.80289 0.0814294
33 -3.52906 -3.79459 0.0793835
34 -3.57966 -3.78827 0.0773
35 -3.45351 -3.77871 0.0756809
36 -3.57404 -3.77302 0.0737919
37 -3.45948 -3.76455 0.0722824
38 -3.37119 -3.7542 0.0711176
39 -3.32196 -3.74311 0.0701523
40 -3.12047 -3.72755 0.0701043
41 -2.91716 -3.70778 0.0711263
42 -2.87489 -3.68795 0.0721444
43 -3.08249 -3.67387 0.0718275
44 -3.21167 -3.66337 0.0709591
45 -3.24714 -3.65412 0.0699824
46 -3.2822 -3.64603 0.0689266
47 -3.31743 -3.63904 0.0678137
48 -3.28351 -3.63163 0.0668042
49 -3.40659 -3.62704 0.0655985
50 -3.41637 -3.62283 0.0644217
51 -3.49668 -3.62035 0.063206
52 -3.34258 -3.61501 0.0622159
53 -3.4333 -3.61158 0.0611364
54 -3.46057 -3.60879 0.0600681
55 -3.44475 -3.6058 0.05905
56 -3.53272 -3.6045 0.0580099
57 -3.56663 -3.60383 0.056996
58 -3.57574 -3.60335 0.0560154
59 -3.58289 -3.603 0.0550671
60 -3.42686 -3.60007 0.0542275
61 -3.43837 -3.59742 0.0534032
62 -3.38864 -3.59405 0.052648
63 -3.44045 -3.59161 0.0518687
64 -3.54936 -3.59095 0.0510625
65 -3.61993 -3.5914 0.0502788
66 -3.61387 -3.59174 0.0495182
67 -3.68144 -3.59308 0.0487972
68 -3.77765 -3.59579 0.048155
69 -3.7179 -3.59756 0.0474896
70 -3.70656 -3.59912 0.0468367
71 -3.64391 -3.59975 0.0461813
72 -3.66365 -3.60064 0.0455484
73 -3.84483 -3.60398 0.0450471
74 -3.72994 -3.60568 0.0444705
75 -3.56343 -3.60512 0.0438812
76 -3.71632 -3.60658 0.0433282
77 -3.71402 -3.60798 0.0427879
78 -3.66754 -3.60874 0.0422462
79 -3.64433 -3.60919 0.0417138
80 -3.68309 -3.61012 0.0412026
81 -3.65581 -3.61068 0.0406978
82 -3.67879 -3.61151 0.04021
83 -3.51817 -3.61039 0.0397412
84 -3.49911 -3.60906 0.0392902
85 -3.48735 -3.60763 0.0388541
86 -3.51151 -3.60651 0.0384183
87 -3.43969 -3.60459 0.0380246
88 -3.49276 -3.60332 0.0376137
89 -3.31007 -3.60003 0.0373351
90 -3.45718 -3.59844 0.036954
91 -3.39163 -3.59617 0.0366177
92 -3.40781 -3.59412 0.0362769
93 -3.41686 -3.59222 0.0359369
94 -3.41217 -3.5903 0.0356056
95 -3.44513 -3.58877 0.0352635
96 -3.41525 -3.58696 0.0349425
97 -3.53686 -3.58645 0.0345861
98 -3.47268 -3.58529 0.0342527
99 -3.53738 -3.5848 0.0339101
100 -3.5018 -3.58397 0.0335811
101 -3.42946 -3.58244 0.0332835
102 -3.31154 -3.57979 0.033063
103 -3.20138 -3.57611 0.0329455
104 -3.20967 -3.57259 0.0328165
105 -3.35258 -3.57049 0.0325708
106 -3.45484 -3.5694 0.0322818
107 -3.47274 -3.5685 0.0319928
108 -3.45571 -3.56746 0.0317136
109 -3.32347 -3.56522 0.0315015
110 -3.36456 -3.56339 0.0312679
111 -3.31181 -3.56113 0.0310683
112 -3.34493 -3.5592 0.0308508
113 -3.46265 -3.55834 0.0305896
114 -3.49705 -3.5578 0.030326
115 -3.40486 -3.55647 0.0300914
116 -3.45636 -3.55561 0.0298444
117 -3.36725 -3.554 0.0296327
118 -3.43961 -3.55303 0.0293974
119 -3.59224 -3.55336 0.0291522
120 -3.57169 -3.55351 0.0289097
121 -3.39527 -3.55221 0.0287003
122 -3.46175 -3.55147 0.0284747
123 -3.57788 -3.55168 0.028244
124 -3.52574 -3.55147 0.028017
125 -3.32011 -3.54962 0.0278539
126 -3.3229 -3.54782 0.0276909
127 -3.3993 -3.54665 0.0274976
128 -3.35411 -3.54515 0.0273238
129 -3.4532 -3.54443 0.0271213
130 -3.3533 -3.54296 0.0269525
131 -3.37606 -3.54169 0.0267769
132 -3.46087 -3.54108 0.026581
133 -3.42657 -3.54022 0.0263951
134 -3.42083 -3.53933 0.0262132
135 -3.35886 -3.53799 0.0260531
136 -3.37561 -3.53679 0.0258888
137 -3.59194 -3.5372 0.025703
138 -3.72043 -3.53852 0.025551
139 -3.5885 -3.53888 0.0253697
140 -3.62355 -3.53949 0.0251957
141 -3.56766 -3.53969 0.0250178
142 -3.54775 -3.53975 0.0248417
143 -3.3974 -3.53875 0.0246879
144 -3.38257 -3.53767 0.0245403
145 -3.31473 -3.53613 0.0244192
146 -3.22952 -3.53403 0.024342
147 -3.19965 -3.53175 0.0242825
148 -3.28557 -3.53009 0.0241753
149 -3.38178 -3.52909 0.0240336
150 -3.20317 -3.52692 0.0239714
151 -3.19849 -3.52475 0.0239111
152 -2.9581 -3.52102 0.0240426
153 -2.87874 -3.51682 0.0242492
154 -2.97146 -3.51328 0.0243489
155 -2.98171 -3.50985 0.0244322
156 -3.16498 -3.50764 0.0243754
157 -3.2558 -3.50604 0.0242728
158 -3.33358 -3.50494 0.0241437
159 -3.26577 -3.50344 0.0240387
160 -3.3385 -3.50241 0.0239106
161 -3.31872 -3.50127 0.0237892
162 -3.21587 -3.49951 0.0237075
163 -3.30754 -3.49833 0.0235913
164 -3.28676 -3.49704 0.0234827
165 -3.44716 -3.49674 0.0233424
166 -3.5858 -3.49727 0.0232079
167 -3.43146 -3.49688 0.0230723
168 -3.41436 -3.49639 0.0229402
169 -3.44094 -3.49606 0.0228068
170 -3.38487 -3.49541 0.022682
171 -3.41132 -3.49491 0.0225547
172 -3.40418 -3.49439 0.0224297
173 -3.31438 -3.49335 0.0223242
174 -3.13439 -3.49128 0.022291
175 -3.3434 -3.49044 0.0221796
176 -3.37019 -3.48975 0.0220641
177 -3.44818 -3.48952 0.0219407
178 -3.42392 -3.48915 0.0218206
179 -3.4886 -3.48915 0.0216987
180 -3.51201 -3.48927 0.0215785
181 -3.4265 -3.48893 0.021462
182 -3.37386 -3.4883 0.0213534
183 -3.32284 -3.48739 0.0212559
184 -3.48902 -3.4874 0.0211404
185 -3.38338 -3.48684 0.0210336
186 -3.34479 -3.48607 0.0209343
187 -3.38613 -3.48554 0.0208292
188 -3.46592 -3.48544 0.0207187
189 -3.47388 -3.48537 0.0206092
190 -3.4992 -3.48545 0.0205008
191 -3.29211 -3.48444 0.0204185
192 -3.23024 -3.48311 0.020355
193 -3.27681 -3.48204 0.0202776
194 -3.14378 -3.4803 0.0202479
195 -3.08996 -3.4783 0.0202427
196 -3.1741 -3.47674 0.0201989
197 -3.15194 -3.4751 0.0201635
198 -3.09406 -3.47317 0.0201533
199 -3.30681 -3.47234 0.0200694
200 -3.36907 -3.47182 0.0199757
