100 0 0 100.444 -1.42121 -1.84451
99.8545 -1.7709 0.495009 100.359 -2.27408 -3.53723
99.763 -0.517938 -0.114311 100.153 0.545085 -4.9082
99.9735 -0.835328 1.54966 100.627 -0.169044 -1.16426
99.7956 -0.23979 0.843701 100.342 -0.527901 -3.74209
98.6583 1.68892 2.16828 94.5913 1.76235 -3.88112
97.8962 2.94187 3.06061 92.182 2.26176 -6.05652
96.0544 1.74602 2.4735 88.2435 0.710525 -2.60328
94.9258 1.9316 3.39244 87.453 -1.99605 -8.37548
93.5089 1.88413 5.24543 89.0924 -2.64611 -8.85127
91.3264 1.14133 3.66669 84.1816 -4.31739 -12.4034
88.7488 1.29541 3.39057 78.3822 -3.97072 -13.0247
84.9342 -0.467322 5.85287 69.7992 -7.93687 -7.48452
83.1097 0.0086807 6.61974 65.6942 -6.86586 -5.75907
80.597 0.687357 6.88731 60.0405 -5.33884 -5.15703
78.028 0.997085 8.72921 54.5306 -3.86183 -0.98333
75.6287 2.47003 6.2171 50.2304 3.84266 -9.61419
75.5752 3.85834 5.43599 50.1099 6.96636 -11.3717
76.0121 0.714466 6.08636 47.8873 2.95103 -7.6192
74.4152 0.465137 7.11364 44.2942 2.39004 -5.30781
74.5063 -1.60815 4.26913 45.2851 -1.40294 -9.55515
74.758 -1.49588 6.51075 44.9181 -0.279919 -7.28321
74.309 -0.629778 7.07632 43.9079 1.66881 -6.01068
72.5029 -0.497169 6.52243 39.2564 0.761687 -7.85192
72.4165 -1.75742 6.63439 39.0621 -2.07388 -7.6
70.136 -1.15538 6.9748 33.9309 -0.719294 -6.83409
69.1808 0.298817 6.55012 31.7818 2.55265 -7.78962
67.1771 1.09544 6.92658 29.9549 4.90564 -4.8863
66.3457 1.62819 7.21606 28.084 6.10434 -4.23496
65.0875 2.07669 7.03 25.2532 7.11347 -4.6536
61.328 4.63984 5.39069 16.7944 12.8805 -8.34205
61.0947 5.54454 6.64345 16.7944 12.8805 -8.34205
58.814 6.15166 4.05278 15.7462 10.6751 -8.08331
58.7708 6.38487 3.74786 11.0189 10.703 -9.84104
58.9116 6.76103 4.64657 11.7931 9.30306 -8.6006
58.4671 5.214 5.25082 10.4349 8.68457 -6.16999
56.9677 6.88629 5.8922 5.92796 9.27152 -5.44635
54.9404 6.59758 6.36871 3.66285 4.71018 -6.09596
52.3013 4.45518 9.44643 3.62421 0.683382 -4.59769
51.8589 4.49501 11.2062 2.70999 -0.429089 -2.12273
51.5076 5.71369 12.559 1.4228 1.29657 -1.79738
51.5008 5.32762 12.9565 1.4228 1.29657 -1.79738
49.1444 7.68955 12.1786 1.15885 1.2537 -3.31649
50.7067 7.5418 10.5459 1.79168 -1.67579 -4.82821
48.0062 8.29241 10.5207 -1.52963 -0.162068 -4.14052
47.0318 7.2405 12.9273 1.13803 2.14117 3.7257
46.4738 7.05943 12.9081 1.33567 0.524354 2.48347
44.1758 7.30559 10.1273 1.33567 0.524354 2.48347
43.2241 9.54752 7.9414 1.33567 0.524354 2.48347
42.27 7.17852 7.36017 0.43176 1.13239 3.0945
41.075 6.13938 8.0139 0.43176 1.13239 3.0945
40.2398 6.52889 8.13044 0.267295 1.05446 3.18989
38.1075 5.9892 7.25232 0.267295 1.05446 3.18989
38.4318 7.33627 7.57541 0.267295 1.05446 3.18989
36.0896 7.34752 7.48996 0.267295 1.05446 3.18989
36.8396 6.51421 7.09847 -1.24138 -1.3691 3.49888
35.7557 7.22016 6.29182 -0.10777 -1.48951 2.18165
35.3749 8.24742 7.0544 1.23424 1.41137 1.60992
33.8009 8.30003 7.65702 -0.183171 4.66022 2.43401
34.0199 4.32242 5.72012 0.0926548 2.68845 1.89261
33.35 4.2988 5.98968 1.78676 2.46656 -1.51916
34.1458 6.2086 7.4406 3.0416 1.61773 -1.30067
33.4049 5.37809 6.98786 0.663026 1.35028 -4.04681
31.4361 5.23547 6.6551 -3.00314 1.90229 -3.4983
29.3876 6.57521 7.74171 1.55016 2.23614 -4.57204
27.1902 6.92266 6.7572 -2.37807 -0.191455 -3.62704
26.0147 7.2317 7.47681 -0.108933 -1.06249 -6.03861
24.4111 4.14607 6.82038 5.32254 -2.8097 -4.37592
24.0033 4.15504 7.32688 -0.167584 -2.97403 -2.59586
23.3164 4.11141 7.82898 -0.109299 -1.90901 -2.56262
23.5399 4.32825 8.1691 1.12234 -0.993428 -2.92508
22.2525 2.32041 8.9664 -0.961833 -0.549409 -2.31324
21.6475 2.70814 9.56297 0.77307 3.47299 -4.50587
20.4496 4.62871 8.39137 -2.64197 0.118014 -4.63481
19.6523 6.4087 6.74855 -2.18448 -1.16407 -3.89914
17.9779 6.87817 4.86798 3.13912 -0.727916 -2.69237
16.8637 7.70308 4.20098 1.49445 -1.46543 -4.81271
14.8588 7.73172 5.51032 0.03448 -0.251243 -2.01838
14.3241 6.25585 6.39756 1.87211 -0.184027 -3.45247
13.7595 7.4051 6.62639 -1.35976 1.76263 -5.73826
12.3906 5.75408 6.29435 -2.51886 0.727986 -6.37108
13.9608 4.53809 5.51888 0.495576 0.359481 -3.61953
9.86108 5.64393 5.79599 2.77937 -0.960715 -3.17053
8.86148 3.93424 7.08887 0.0112173 0.616864 -3.90923
8.54286 3.24389 6.922 -5.49958 2.7655 1.60579
8.0947 2.58911 4.51503 -2.60618 4.45778 1.7785
6.42594 3.33691 5.52028 1.38708 3.20749 3.34414
5.95121 2.34045 3.99272 -0.420628 1.02975 1.68016
5.52987 1.62116 2.33465 -1.8041 1.53003 3.34471
2.8555 2.93315 2.05816 -6.74893 0.762128 3.88717
3.14261 2.90984 1.34277 -2.03297 -2.38095 2.1596
0.933103 1.68835 -1.86304 -2.35721 -2.24654 4.11683
0.933103 1.68835 -1.86304 -1.11408 0.347993 4.57191
-0.0312032 1.05422 -0.649253 -3.34725 0.551561 1.26686
0.646209 0.771639 -0.0522357 2.32491 -1.76075 2.91822
-0.636768 0.0739971 0.139918 -1.32812 -3.5827 2.84393
-1.57288 1.14174 -0.189565 1.36627 -1.73207 0.799825
-1.53235 -0.27769 0.777895 2.5879 -2.75346 -1.91399
