88.5161 0 86.1571 0 69.0987 0 70.3625 0
79.5553 8.96085 71.1322 15.025 48.8738 20.2249 41.6714 28.6911
72.4137 8.8186 57.9883 15.7484 37.0146 16.643 29.1087 20.7898
64.0136 10.4616 45.5772 16.6746 29.3114 14.0654 22.921 15.9498
54.2868 12.6601 36.793 15.6201 24.3139 11.9865 19.3545 12.8591
45.5494 13.5349 30.9079 14.0461 21.2146 10.2659 17.0132 10.7573
39.1891 13.0884 26.6821 12.6008 18.6965 9.03432 15.1908 9.27243
34.4151 12.2992 23.4876 11.3706 16.8614 8.03629 13.8384 8.14324
30.7536 11.4482 21.0237 10.3262 15.4844 7.21986 12.7864 7.25831
27.8354 10.6473 19.0061 9.45381 14.4336 6.54258 12.0743 6.53097
25.399 9.93425 17.3816 8.70424 13.6618 5.9681 11.4679 5.93852
23.3724 9.29238 16.1281 8.04411 13.213 5.46656 10.9745 5.44351
21.7464 8.70102 15.0857 7.47257 12.5646 5.07014 10.4608 5.03359
20.2981 8.18474 14.1214 6.98514 11.9562 4.7333 10.1155 4.67297
19.0302 7.72435 13.2863 6.55621 11.4995 4.43006 9.69599 4.37048
17.9443 7.3066 12.554 6.17634 11.1338 4.16005 9.38025 4.10038
16.9877 6.9297 11.9103 5.83726 10.7714 3.92446 9.15627 3.85814
16.1068 6.59251 11.3212 5.53486 10.4032 3.71829 8.91642 3.64539
15.3233 6.28492 10.8059 5.26075 10.0862 3.53141 8.69477 3.45531
14.6337 6.00215 10.3587 5.01078 9.89153 3.35583 8.46574 3.28599
14.0094 5.7432 9.92587 4.78582 9.6909 3.19833 8.26818 3.13184
13.4717 5.50227 9.531 4.58015 9.57343 3.05175 8.19397 2.98701
12.9612 5.28232 9.19198 4.3896 9.46623 2.91802 8.0117 2.86
12.4884 5.07949 8.85177 4.21647 9.35183 2.79613 7.83744 2.74378
12.0785 4.88929 8.53846 4.05641 9.15119 2.68945 7.70388 2.63513
11.6639 4.71574 8.25232 3.90776 8.9799 2.58961 7.57757 2.5349
11.2868 4.55337 7.99612 3.76897 8.78114 2.49977 7.48779 2.44086
10.9226 4.40282 7.76688 3.63909 8.79278 2.40887 7.39014 2.3541
10.6055 4.26011 7.5676 3.51702 8.64158 2.32923 7.34783 2.27187
10.3062 4.12652 7.36256 3.40394 8.48008 2.25604 7.25602 2.19675
10.0255 4.00105 7.16637 3.29815 8.3695 2.18485 7.14615 2.12754
9.77392 3.88216 6.98879 3.19835 8.26278 2.11816 7.08766 2.06082
9.52093 3.77117 6.8122 3.10494 8.1646 2.05532 7.00232 1.99921
9.29735 3.6654 6.6608 3.01604 8.11193 1.99465 6.93667 1.94063
9.06044 3.56701 6.56544 2.93015 8.05164 1.93776 6.85635 1.88608
8.85387 3.47266 6.41779 2.85142 7.94787 1.88602 6.81308 1.83345
8.66512 3.38277 6.28121 2.77665 7.92988 1.83443 6.74257 1.78461
8.47008 3.29832 6.15216 2.70567 7.80937 1.78956 6.69096 1.73777
8.29923 3.21717 6.06389 2.63686 7.73837 1.74452 6.61223 1.69446
8.13286 3.14012 5.95186 2.57253 7.67119 1.70167 6.55917 1.65241
7.98592 3.0661 5.84247 2.51138 7.59825 1.66125 6.52034 1.61207
7.82963 2.99629 5.75196 2.45253 7.51292 1.62346 6.46212 1.57429
