1.48861 0 1.52236 0 5.00453 0 5.02786 0
1.49403 0.00541968 1.51106 0.0113077 4.97614 0.0283954 4.99246 0.0354009
1.49578 0.00358376 1.50834 0.00707242 4.97889 0.0166242 4.99814 0.0212135
1.49985 0.0047949 1.50834 0.00500096 4.99859 0.0229325 5.00215 0.0155268
1.49642 0.00505515 1.50428 0.00560889 4.99708 0.0178269 4.99974 0.0122651
1.49699 0.0041665 1.50291 0.00478081 4.9924 0.0152896 5.00033 0.0100318
1.49825 0.00373904 1.50102 0.00446052 4.993 0.0129361 5.00415 0.0092994
1.49992 0.00364366 1.50313 0.00439887 4.99144 0.0113109 5.00777 0.00882759
1.50171 0.00367724 1.50386 0.00394858 4.9894 0.0101834 5.0131 0.00943358
1.50043 0.0035298 1.50248 0.00379298 4.99509 0.0107427 5.01152 0.00858302
1.49946 0.00333609 1.50468 0.00407693 4.992 0.0101987 5.01934 0.0110136
1.50065 0.00326898 1.50355 0.00389138 4.9954 0.00991253 5.02095 0.0101832
1.49982 0.00311738 1.5033 0.00358784 4.99272 0.00950298 5.01925 0.00952072
1.4996 0.00289468 1.50372 0.00334767 4.98969 0.00930702 5.01813 0.00888592
1.49944 0.0026997 1.50393 0.00312369 4.98836 0.0087648 5.01618 0.00849871
1.4979 0.00295976 1.50391 0.002922 4.99139 0.00873945 5.01759 0.00807513
1.49847 0.00283865 1.50432 0.00277497 4.99089 0.00822462 5.01864 0.00765748
1.49956 0.00288852 1.50379 0.00266922 4.99378 0.0082768 5.01767 0.0072844
1.49992 0.002756 1.50308 0.00262189 4.99383 0.0078292 5.01633 0.00701996
1.50103 0.00284232 1.50202 0.00270688 4.99123 0.00786807 5.01707 0.00670029
1.50083 0.00271121 1.5028 0.00269246 4.9943 0.00808731 5.01652 0.00639702
1.50008 0.00269237 1.50369 0.00271522 4.99261 0.00789398 5.01485 0.00632212
1.49904 0.00277243 1.50345 0.00260565 4.99596 0.00825357 5.01232 0.00654932
1.4992 0.00265928 1.50273 0.00259681 4.99695 0.00796437 5.0129 0.00629704
1.49895 0.00256322 1.50182 0.00265123 4.99657 0.00764853 5.01242 0.0060588
1.49877 0.00246928 1.50235 0.00260215 4.99604 0.00736781 5.01137 0.0059157
1.49869 0.00237748 1.50207 0.00251927 4.99651 0.00710525 5.01234 0.00577397
1.49893 0.0023036 1.50238 0.00244674 4.99726 0.00688812 5.01271 0.00557667
1.49848 0.00226811 1.50267 0.00237872 4.99833 0.00673172 5.01158 0.0054988
1.4989 0.002231 1.50223 0.00233913 4.9968 0.00668087 5.01251 0.00539233
1.49896 0.00215885 1.50252 0.00228125 4.99539 0.00661481 5.0119 0.00525097
1.49952 0.00216248 1.50198 0.00227397 4.99506 0.00641327 5.01019 0.00536149
1.4996 0.00209776 1.50212 0.00220807 4.99449 0.00624177 5.01142 0.00533939
1.49981 0.00204597 1.50189 0.00215376 4.99494 0.00607246 5.01015 0.00533368
1.49934 0.00204296 1.50179 0.0020937 4.99536 0.00591134 5.01087 0.00522894
1.49968 0.00201447 1.50165 0.00204011 4.99617 0.00580073 5.01107 0.00508558
1.50003 0.00198993 1.50168 0.00198455 4.99712 0.00572242 5.01139 0.00495654
1.49952 0.00200083 1.5021 0.0019759 4.99806 0.00564876 5.0109 0.00484905
1.5003 0.00209818 1.50243 0.00195343 4.99887 0.00556028 5.01074 0.00472576
1.5002 0.00204769 1.50139 0.00217048 4.99842 0.00543762 5.0097 0.00472324
1.50053 0.00202514 1.50119 0.00212653 4.99937 0.00538694 5.00963 0.00460714
1.50063 0.00197862 1.50075 0.00212135 4.99933 0.00525726 5.00974 0.00449756
1.50072 0.00193433 1.50124 0.00212928 4.99828 0.00524031 5.01013 0.00440876
1.50048 0.00190546 1.50145 0.00209098 4.99749 0.00518035 5.01115 0.00442687
1.50043 0.00186336 1.50139 0.00204486 4.99694 0.00509349 5.01073 0.00434754
1.50078 0.00185696 1.50141 0.002 4.99818 0.0051347 5.01116 0.0042731
1.50063 0.00182369 1.50135 0.00195788 4.99843 0.00503008 5.00975 0.00441261
1.50079 0.00179228 1.50125 0.00191923 4.99814 0.00493229 5.01018 0.00434193
1.50061 0.00176372 1.50089 0.00191368 4.99767 0.00485381 5.00953 0.00430222
1.50026 0.00176509 1.50067 0.00188849 4.99869 0.00486312 5.00954 0.0042153
1.50022 0.00173057 1.50067 0.0018511 4.99929 0.00480548 5.00932 0.00413756
1.5003 0.00169892 1.50039 0.00183552 4.99913 0.00471491 5.00977 0.00408172
1.50026 0.00166691 1.50025 0.00180611 4.99927 0.00462726 5.0099 0.00400623
1.50019 0.00163749 1.50014 0.00177621 4.99906 0.00454589 5.00879 0.0040855
1.50052 0.00164049 1.5001 0.00174397 4.99872 0.00447551 5.00779 0.00413219
1.50035 0.00161938 1.50002 0.00171422 4.99881 0.00439588 5.00746 0.0040716
1.50049 0.0015967 1.50018 0.00169125 4.99787 0.00442067 5.00703 0.00402193
1.50038 0.00157246 1.50035 0.0016701 4.99822 0.00435785 5.00779 0.00402386
1.50065 0.00156811 1.50044 0.00164431 4.99851 0.00429348 5.0076 0.00395961
1.50088 0.00155836 1.50057 0.00162196 4.99875 0.00422838 5.00701 0.00393816
1.50107 0.00154431 1.50032 0.00161582 4.99827 0.00418653 5.00682 0.0038776
1.50091 0.00152725 1.50005 0.0016122 4.99797 0.00412903 5.00671 0.00381624
1.50064 0.00152629 1.49994 0.00158999 4.99753 0.00408747 5.00676 0.00375551
1.50061 0.00150252 1.49988 0.001566 4.99738 0.00402582 5.00565 0.00385889
