0.717473 0.696586
0.675026 0.737794
0.418741 0.908106
0.252467 0.967605
0.167651 0.985846
-0.0655569 0.997849
-0.0864086 0.99626
-0.15779 0.987473
-0.176618 0.98428
-0.197756 0.980251
-0.363094 0.931752
-0.382076 0.924131
-0.737962 0.674843
-0.771564 0.636152
-0.870676 0.491856
-0.955295 0.295655
-0.978167 0.207822
-0.990889 0.134678
-0.996805 0.0798714
-0.999804 0.0197982
-0.902878 -0.429897
-0.765624 -0.643288
-0.608688 -0.79341
-0.495887 -0.868387
0.0733143 -0.997309
0.151658 -0.988433
0.344652 -0.938731
0.761773 -0.647844
0.764758 -0.644317
0.961033 0.276435
0.869244 0.494384
0.858983 0.512004
0.814174 0.580621
0.722424 0.69145
