0 18 15 22 43 36 24 39 35 37 33 23 48 26 2 19 28 7 45 47 29 31 41 12 5 8 3 46 30 49 27 1 10 11 44 38 40 21 14 17 34 6 25 16 9 20 13 32 42 4 22110.1 27035.8
0 18 15 22 43 36 24 39 38 44 11 10 1 27 49 30 46 3 8 5 12 41 31 29 47 45 7 28 19 2 26 48 23 33 37 35 40 21 14 17 34 6 25 16 9 20 13 32 42 4 21233.8 22682
0 18 15 22 43 36 24 39 38 44 37 35 33 23 48 26 2 19 28 7 45 47 29 31 41 12 5 8 3 46 30 49 27 1 10 11 40 21 14 17 34 6 25 16 9 20 13 32 42 4 20130 21720
0 18 37 33 23 48 26 2 19 28 7 45 47 29 31 41 12 5 8 44 38 15 22 43 36 24 39 35 3 46 30 49 27 1 10 11 40 21 14 17 34 6 25 16 9 20 13 32 42 4 19405.6 20866.3
0 18 37 33 23 48 26 2 19 28 7 45 47 29 31 41 12 5 15 22 43 36 24 39 38 44 35 8 3 46 30 49 27 1 10 11 40 21 14 17 34 6 25 16 9 20 13 32 42 4 18886.8 20001.9
0 18 37 33 23 48 26 2 19 28 7 45 47 29 31 41 12 5 15 22 43 36 24 39 38 44 35 8 3 49 30 46 27 1 10 11 40 21 14 17 34 6 25 16 9 20 13 32 42 4 17840.8 19414.3
0 18 37 33 23 48 26 2 19 28 7 15 22 43 36 24 39 38 44 35 8 3 49 30 46 27 1 10 11 40 21 14 17 34 6 45 47 29 31 41 12 5 25 16 9 20 13 32 42 4 16720 18596.4
0 18 37 33 23 48 26 2 19 28 7 45 47 29 31 41 12 5 25 16 9 15 22 43 36 24 39 38 44 35 8 3 49 30 46 27 1 10 11 40 21 14 17 34 6 20 13 32 42 4 16186.4 17605.8
0 18 37 33 23 48 26 2 12 5 25 16 9 15 22 43 36 24 39 38 44 35 8 3 49 30 46 27 1 10 11 40 21 14 19 28 7 45 47 29 31 41 17 34 6 20 13 32 42 4 15632.4 17079.7
0 18 37 33 20 6 34 17 41 31 29 47 45 7 28 19 14 21 40 11 10 1 27 46 30 49 3 8 35 44 38 39 24 36 43 22 15 9 16 25 5 12 2 26 48 23 13 32 42 4 15100 16144.7
0 44 38 39 24 36 43 22 15 9 16 25 5 12 2 26 48 23 13 32 42 4 35 8 3 49 30 46 27 1 10 11 40 21 14 19 28 7 45 47 29 31 41 17 34 6 20 33 37 18 14039.5 15409.1
0 44 38 39 24 36 43 22 15 9 16 25 5 12 2 26 48 23 13 32 42 4 35 8 3 49 30 46 27 1 10 11 40 21 19 28 7 45 47 29 31 41 14 17 34 6 20 33 37 18 13889.6 14870.8
0 8 3 49 30 46 27 1 10 11 40 36 43 22 15 9 16 25 5 12 2 26 48 23 13 32 42 4 35 44 38 39 24 21 19 28 7 45 47 29 31 41 14 17 34 6 20 33 37 18 13411.2 14308
0 44 38 39 24 36 43 35 8 3 49 30 27 46 1 10 11 40 21 22 15 9 16 25 5 12 42 26 48 32 2 4 23 13 19 28 7 45 47 29 31 41 14 17 34 6 20 33 37 18 12448.9 13751.3
0 44 38 39 24 36 43 35 8 3 49 30 27 46 1 10 11 40 21 22 15 9 16 25 5 12 42 26 48 32 2 4 23 13 19 28 7 45 47 29 31 41 14 17 34 6 20 33 37 18 12448.9 13394.5
0 8 3 44 38 39 24 36 43 35 49 30 27 46 1 10 11 40 21 22 15 25 5 12 42 26 48 32 2 4 23 13 19 28 7 45 47 29 31 41 9 16 14 17 34 6 20 33 37 18 11677.8 12676.7
0 8 3 44 38 39 24 36 43 35 49 30 27 46 1 10 11 40 21 22 15 25 5 12 42 26 48 32 2 4 23 13 19 28 7 45 47 29 31 41 9 16 14 17 34 6 20 33 37 18 11677.8 12286.5
0 8 3 44 38 39 24 36 43 35 49 30 27 46 1 10 11 40 21 22 15 32 48 26 42 12 5 25 2 4 23 13 19 28 7 45 47 29 31 41 9 16 14 17 34 6 20 33 37 18 11306.2 11931.5
0 8 3 44 38 39 24 36 43 35 49 30 4 2 32 48 26 42 12 5 25 27 46 1 10 11 40 22 15 9 16 21 23 13 19 7 45 47 29 31 41 14 17 34 6 20 33 28 37 18 10465.8 11520.5
0 8 3 44 38 39 24 11 10 1 46 27 25 5 12 42 26 48 32 2 4 30 49 35 43 36 40 22 15 9 16 21 23 13 19 7 45 47 29 31 41 14 17 34 6 20 33 28 37 18 10338.8 11299.2
0 8 3 44 38 39 24 11 10 1 46 27 25 5 12 42 26 48 32 2 4 36 43 35 49 30 40 21 22 15 23 9 16 13 19 7 45 47 29 31 41 14 17 34 6 20 33 28 37 18 9727.22 10855.9
0 8 3 44 38 39 24 11 10 1 46 27 25 36 43 35 49 30 4 2 32 48 26 42 12 5 40 22 15 9 16 14 17 34 6 20 33 28 37 18 21 23 13 19 7 45 47 29 31 41 9705.68 10432
0 8 3 44 38 39 24 35 43 36 25 27 46 1 10 11 49 30 4 2 32 48 26 42 12 5 40 22 15 9 16 14 17 34 6 20 33 28 37 18 21 23 13 19 7 45 47 29 31 41 9191.14 9874.52
0 8 3 44 38 39 24 35 43 36 25 27 46 1 10 11 49 30 4 2 32 48 26 12 42 5 40 22 15 9 16 14 17 34 6 20 33 28 37 18 21 23 13 19 7 45 47 29 31 41 9036.8 9648.86
0 8 3 44 38 39 24 35 43 36 25 27 46 1 10 11 4 30 49 2 32 48 26 12 42 5 40 22 15 9 16 14 17 34 6 20 33 28 37 18 21 23 13 19 7 45 47 29 31 41 8952.13 9434.54
0 8 3 44 38 39 24 35 43 36 25 27 46 1 10 11 4 49 30 2 32 48 26 12 42 5 40 22 15 9 16 14 17 34 6 20 33 28 37 18 21 23 13 19 7 45 47 29 31 41 8917.19 9285.76
0 8 3 44 38 39 24 35 43 36 25 27 46 1 10 11 4 49 30 2 32 48 26 12 42 5 40 22 15 9 16 14 17 34 6 20 33 28 37 18 21 23 13 19 7 45 47 29 31 41 8917.19 9208.89
