0 15 7 20 4 11 21 33 29 1 16 10 5 14 19 18 12 17 22 28 31 27 30 3 13 32 9 24 6 25 8 23 26 2 27.3946 34.7057
0 15 7 20 4 22 28 31 27 30 3 13 32 9 24 6 11 21 33 29 1 16 10 5 14 19 18 12 17 25 8 23 26 2 24.1766 31.2165
0 15 7 20 4 22 28 5 14 19 18 12 31 27 30 3 13 32 9 24 6 11 21 33 29 1 16 10 17 25 8 23 26 2 22.5743 28.1797
0 15 7 20 4 22 28 5 14 29 33 21 11 6 24 9 32 13 3 30 27 31 12 18 19 1 16 10 17 25 8 23 26 2 20.9175 25.4299
0 15 7 20 4 22 28 5 14 29 33 21 11 6 24 9 26 32 13 3 30 27 31 12 18 19 1 16 10 17 25 8 23 2 19.2985 23.6284
0 15 7 20 4 22 28 5 14 29 23 8 25 17 10 16 1 19 18 12 31 27 30 3 13 32 26 9 24 6 11 21 33 2 17.2344 22.1943
0 15 7 20 4 22 28 9 26 32 13 3 30 27 31 12 18 19 1 16 10 17 25 8 23 29 14 5 24 6 11 21 33 2 16.978 20.6608
0 15 7 20 4 22 28 24 5 14 29 23 8 25 17 10 16 1 19 18 12 31 27 30 3 13 32 26 9 6 11 21 33 2 15.7781 19.3862
0 15 7 20 4 22 28 5 14 29 23 8 25 17 10 16 1 19 18 12 31 27 30 3 13 24 32 26 9 6 11 21 33 2 14.9095 18.3865
0 15 7 20 4 22 28 14 29 23 8 25 17 10 16 1 19 18 12 31 27 30 3 13 24 32 26 9 6 11 21 33 5 2 14.4269 17.281
0 15 7 20 4 22 28 5 14 29 23 8 25 17 10 16 1 19 18 12 31 6 27 30 3 13 24 32 26 9 11 21 33 2 13.9307 16.756
0 15 7 20 4 22 28 5 14 29 23 8 25 18 19 1 16 10 17 12 31 6 27 30 3 13 24 32 26 9 11 21 33 2 13.6625 16.3453
0 15 7 20 4 22 28 5 8 6 31 12 18 19 1 14 29 23 16 10 17 25 27 30 3 13 24 32 26 9 11 21 33 2 12.1629 15.5465
0 15 7 20 4 22 28 5 8 6 31 12 18 19 1 14 16 23 29 10 17 25 27 30 3 13 24 32 26 9 11 21 33 2 11.934 15.13
0 15 7 5 20 4 22 28 8 6 31 12 18 19 1 14 29 23 16 10 17 25 27 30 3 13 24 32 26 9 11 21 33 2 11.6629 14.7485
0 15 7 20 4 22 28 5 8 6 31 12 18 19 1 14 16 23 29 10 17 25 27 26 9 30 3 13 24 32 11 21 33 2 11.2983 14.0934
0 15 20 4 22 28 5 8 6 31 12 18 19 1 14 16 23 29 10 17 25 27 26 9 30 3 13 24 32 11 21 33 2 7 10.9983 13.4506
0 15 7 20 5 9 26 32 24 4 22 28 13 3 30 27 25 17 11 8 6 31 12 18 19 1 14 29 23 16 10 21 33 2 10.5707 13.0584
0 15 7 20 5 9 26 32 24 4 22 28 13 3 30 27 25 17 11 8 6 31 12 1 18 19 14 29 23 16 10 21 33 2 9.98684 12.7285
0 21 10 16 23 29 14 19 18 1 12 31 6 8 11 17 25 27 30 3 13 28 22 4 24 32 26 9 5 20 7 15 33 2 9.53988 12.1626
0 15 7 20 5 9 26 32 24 4 22 28 13 3 30 27 25 17 11 8 6 31 12 1 19 18 14 29 23 16 10 21 33 2 9.25735 11.7153
0 21 10 16 23 29 14 17 19 18 1 12 31 6 8 11 25 27 28 30 3 13 22 4 24 32 26 9 5 20 7 15 33 2 8.24721 11.42
0 21 10 16 23 29 14 17 19 18 1 12 31 6 8 11 25 27 28 30 3 13 22 4 24 32 26 9 5 2 33 15 7 20 7.91464 10.8693
0 21 10 16 23 29 14 17 19 18 1 12 31 6 8 11 25 27 28 30 3 13 22 4 24 32 26 9 5 2 33 15 20 7 7.72736 10.3113
0 21 10 16 23 29 14 17 19 18 1 12 31 6 25 11 8 27 28 30 3 13 22 4 24 32 26 9 5 2 33 15 20 7 7.21656 10.0579
0 21 10 16 23 29 14 17 19 18 1 12 31 6 26 9 8 11 25 27 28 30 3 13 22 4 24 32 5 20 7 15 33 2 6.89731 9.71217
0 21 10 16 23 29 14 17 19 18 1 12 31 6 25 11 8 27 28 22 4 24 32 30 3 13 26 9 5 2 33 15 20 7 6.16286 9.2927
0 21 10 16 23 29 14 17 19 18 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.7519 8.8685
0 21 10 16 23 29 14 17 19 18 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.7519 8.65455
0 21 10 16 23 29 14 17 19 18 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.7519 8.19808
0 29 23 16 10 21 14 17 19 18 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.57832 8.05714
0 21 10 16 23 29 14 18 19 17 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.37188 7.89213
0 21 10 16 23 29 14 18 19 17 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.37188 7.68655
0 21 10 16 23 29 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.12424 7.41939
0 21 10 16 23 29 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 5.12424 7.10362
0 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 7 4.89534 7.04358
0 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 30 28 27 9 26 13 3 22 4 24 32 5 2 33 15 20 7 4.85129 6.93141
0 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 26 9 27 28 30 13 3 22 4 24 32 5 2 33 15 20 7 4.75204 6.87293
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 4.6797 6.50205
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 4.6797 7.19195
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 4.6797 7.12565
0 7 21 10 23 29 16 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 4 24 32 5 2 33 15 20 4.64053 6.84879
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 30 3 13 26 9 27 28 22 24 4 32 5 2 33 15 20 4.34725 6.90316
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 26 13 3 30 9 27 28 22 24 4 32 5 2 33 15 20 4.14643 6.70746
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 26 13 3 30 9 27 28 22 24 4 32 5 2 33 15 20 4.14643 6.68015
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 26 13 3 30 9 27 28 22 24 4 32 5 2 33 20 15 4.09269 6.27516
0 7 21 10 29 23 16 14 18 17 19 1 12 31 6 25 11 8 26 13 3 30 9 27 28 22 24 4 32 5 2 33 20 15 4.09269 6.28498
